Francesca,Caparas,4.3,2.5,81.4815,47,English,VGVhY2hlci0xNzcyNjE5,1772619
Emanuele,Cappello,4.7,1.9,100,27,Business,VGVhY2hlci0xODI1MzY2,1825366
James,Capurso,4.7,2.3,92.3077,10,Speech Communication,VGVhY2hlci0yMzI4NzAx,2328701
Harry,Card,3.6,1.7,-1,40,English,VGVhY2hlci0yNDMxMjc=,243127
Tim,Carlson,1,3,-1,1,Mathematics,VGVhY2hlci0xMDA1Nzgz,1005783
Patricia,Carobus,4.7,2.6,100,32,English As A Second Language,VGVhY2hlci0xNTA3Njg2,1507686
James,Carr,4,3,-1,1,Computer Information Systems,VGVhY2hlci0xOTM2NzUw,1936750
Marie-Helene,Carrasco,5,1.3,-1,3,World Languages,VGVhY2hlci0xNjA3Mjk5,1607299
Tanya,Carrell,3.3,3.3,50,4,English As A Second Language,VGVhY2hlci0yMjQ3NTI0,2247524
Joe,Carrillo,2,4,-1,1,Chemistry,VGVhY2hlci0xNjc1OTcw,1675970
Ralf,Carrillo,3.4,2.5,-1,4,Chemistry,VGVhY2hlci0xNzAwNDQ1,1700445
Robert,Cartier,4.8,1.7,100,132,Anthropology,VGVhY2hlci0xMjY3NTQ=,126754
Alysia,Caryl,4.1,2,100,4,Humanities,VGVhY2hlci0yMDY5NDY2,2069466
Ana,Casareto,3.3,3.4,0,19,Anthropology,VGVhY2hlci0xNzM5MzA2,1739306
Dan,Casas,5,2.1,100,10,Real Estate,VGVhY2hlci01NDg0MjU=,548425
Dominic,Caserta,4.9,2.3,100,26,Political Science,VGVhY2hlci0xOTEwNDM3,1910437
Wilfredo,Castano,3.6,2.1,0,69,Photography,VGVhY2hlci0xNjc0Nzk=,167479
Karina,Castillo,0,0,-1,0,Administration Of Justice,VGVhY2hlci0yNjIwODc2,2620876
Alexis,Cattivera,4.2,2.8,80,5,English,VGVhY2hlci0yNDY2NDU1,2466455
Rachel,Catuiza,3.7,2,63.6364,10,Physical Education,VGVhY2hlci0yMjY4MjI2,2268226
Richard,Celio,0,0,-1,0,Environmental Studies,VGVhY2hlci0yMTQ4MjI3,2148227
Achamma,Chacko,3.8,2.4,-1,29,English As A Second Language,VGVhY2hlci0zMDY5ODA=,306980
Amarjit,Chadda,2.3,4,27.2727,22,Mathematics & Statistics,VGVhY2hlci0xNDg3MjY4,1487268
Christine,Chai,4.2,2,100,60,English,VGVhY2hlci0yOTgxMjM=,298123
Gayathri,Chakravarthy,4.7,2.7,100,9,Mathematics,VGVhY2hlci0yMjUzNzYz,2253763
Gunjan,Chakravarty,1,2,0,1,Physics,VGVhY2hlci0yNDc4Mjk5,2478299
Alice,Chan,4.5,2.4,88.8889,8,English As A Second Language,VGVhY2hlci0yMzgxNzc1,2381775
Prakash,Chandras,2.4,3,22.7273,61,Art,VGVhY2hlci00ODE0MDQ=,481404
Michael,Chang,3.2,2.1,53.8462,82,International Studies,VGVhY2hlci0xNjc1NzI=,167572
Linda,Chang,3.3,3.3,40,7,English,VGVhY2hlci0yMDk2MzA0,2096304
Sripriya,Chari,4,3,100,2,Psychology,VGVhY2hlci0yNTI2MDk5,2526099
Lisa,Chaudoin,0,0,-1,0,Nutrition,VGVhY2hlci0yNTMzODM1,2533835
Sally,Chaves,5,2,-1,7,Not Specified,VGVhY2hlci0xNjkyMTk0,1692194
Xochitl,Chavez,4.3,1.8,100,5,Anthropology,VGVhY2hlci0xODA1MjM2,1805236
Grace ,Chee,5,1.4,-1,5,Psychology,VGVhY2hlci0yMDI0OTg4,2024988
Marie,Chelberg,0,0,83.3333,0,Psychology,VGVhY2hlci0yNjc2Mzgx,2676381
Paul,Chesler,4.3,3.1,-1,21,Early Childhood Education,VGVhY2hlci0zNjAzNTA=,360350
Michael,Cheung,3.3,3.6,50,16,Sign Language,VGVhY2hlci0xODgzMTA5,1883109
Chien-I,Chiang,5,2.9,100,8,Physics,VGVhY2hlci0yNTU2NzUz,2556753
Marek,Chichanski,4.4,2.5,71.4286,15,Geology,VGVhY2hlci0xNjUxNzk4,1651798
Crystal,Chin,5,1,-1,1,Chemistry,VGVhY2hlci0xMDQxMTQw,1041140
Alan,Chin,4,2.3,100,4,Physics,VGVhY2hlci0yMTUzNTI5,2153529
Laura,Chin,4.8,1.9,96,45,Political Science,VGVhY2hlci0yMjY3NTky,2267592
Larissa,Chiriaeva,5,2.1,100,59,Languages,VGVhY2hlci0xMTQ1NDQ3,1145447
Judy,Chiu,2.5,3.5,-1,20,Mandarin,VGVhY2hlci00NjMyODU=,463285
Nicholas,Chivers,4.1,2.8,78.7879,30,Speech Communication,VGVhY2hlci0yMzU1NjMx,2355631
Hwaja,Choi,4.3,2.1,87.5,46,Korean,VGVhY2hlci00NjgzNTg=,468358
Linda,Choi,3.7,4.2,66.6667,45,English As A Second Language,VGVhY2hlci0xMDU5NzMw,1059730
Seung Hee,Choi,1.5,3,-1,1,Economics,VGVhY2hlci0xNzMzMzYz,1733363
Soo,Choi,4,1.9,62.5,83,International Studies,VGVhY2hlci0yMzczNDU=,237345
Chuong,Chong,3.8,3,-1,2,International Studies,VGVhY2hlci0xMzcxODQ3,1371847
David,Chorjel,4.2,2.2,-1,42,Psychology,VGVhY2hlci0zMTQyMTk=,314219
Karen,Chow,4.3,2.3,64.2857,93,English,VGVhY2hlci0yMjY2NjM=,226663
Chuong Hoang,Chung,4.5,2.3,-1,3,International Studies,VGVhY2hlci0xMzcxMjY1,1371265
Marek,Cichanski,4.5,2.6,53.8462,161,Science,VGVhY2hlci0xNDI2MTA5,1426109
John,Cihonski,3.1,4.1,38.2353,56,Chemistry,VGVhY2hlci0xODk1NjQ3,1895647
Carol,Cini,4.3,2.8,75.6637,360,History,VGVhY2hlci0yMjAwNA==,22004
Alysa,Cisneros,5,2.7,100,3,Political Science,VGVhY2hlci0yNzM5Nzc5,2739779
Dionne,Clabaugh,2.4,3.1,-1,7,Child Development & Education,VGVhY2hlci0xNTk2NDAw,1596400
Richard,Claire,5,2.3,100,54,Accounting,VGVhY2hlci0yNTUzMDI4,2553028
Jana,Clark,3.7,2.3,50,16,Environmental Studies,VGVhY2hlci0xNDgzMjI0,1483224
Randy,Claros,4.8,1.6,100,16,Human Development,VGVhY2hlci0xNTY5Mzcy,1569372
Judith,Clavijo,2.1,3.8,0,22,Nursing,VGVhY2hlci01Nzc4NzI=,577872
Rob,Clem,4.9,1.7,100,4,Humanities,VGVhY2hlci0xMDg4Njc3,1088677
Robert,Clem,5,1,-1,1,Career  Life Planning,VGVhY2hlci0yMDcyMzUz,2072353
Robert,Clem,0,0,-1,0,Counseling,VGVhY2hlci0yMjM5NDg1,2239485
Jim,Clifford,3.2,2.4,52.9412,123,Psychology,VGVhY2hlci0yMjQ2MDQ=,224604
James,Clifford,3.3,2.8,40,7,Psychology,VGVhY2hlci0yNDk5OTA2,2499906
Lori,Clinchard,4.5,1.7,83.9286,83,Humanities,VGVhY2hlci0xNjIxMTU5,1621159
Tracy,Cline,4.7,1.5,-1,30,Environmental Studies,VGVhY2hlci0xMjg5MTQy,1289142
Roxanne,Cnudde,4.2,2.5,85.7143,22,Speech Communication,VGVhY2hlci0xMjYxNTcz,1261573
Jeannie,Cobb,0,0,-1,0,Reading,VGVhY2hlci0yMzUxMjkz,2351293
Linda,Cochran,4.7,1.4,-1,8,Education,VGVhY2hlci05NjQ0NDM=,964443
Jennifer,Cockelman,1.8,4,-1,5,English,VGVhY2hlci05NjQ2NDY=,964646
Iqbal,Coddington,3.3,2.4,-1,82,Anthropology,VGVhY2hlci0xNjY5ODE=,166981
